205,1
222,1
165,1
195,1
202,0
181,1
220,0
228,0
216,1
200,1
201,1
212,1
210,0
170,0
215,0
179,0
213,0
162,0
181,0
167,0
206,0
270,0
200,0
380,1
327,1
200,0
169,0
180,0
36,1
85,0
53,0
111,0
135,0
41,0
44,0
68,0
49,0
75,0
93,1
95,0
166,1
97,0
96,0
36,0
58,1
158,0
62,1
64,0
70,0
69,0
83,0
85,0
87,1
50,0
120,1
135,1
210,0
233,0
72,0
80,0
84,0
80,0
142,0
85,0
75,0
58,0
97,0
65,0
67,0
147,0
132,0
68,0
70,0
57,0
64,1
114,0
65,0
70,0
84,0
102,0
68,1
148,0
72,0
72,1
70,0
62,0
35,0
159,0
112,0
46,0
76,0
75,0
128,0
185,1
231,0
164,1
75,0
74,0
174,0
110,0
68,0
57,0
59,1
144,0
109,0
118,0
134,0
47,0
100,0
66,1
70,0
59,1
71,0
183,0
119,1
135,1
59,0
190,0
160,0
140,0
219,0
208,0
55,0
54,0
235,0
127,0
131,1
270,0
270,0
113,0
120,0
132,0
120,1
119,0
158,0
97,0
123,1
62,0
133,0
118,0
45,0
107,0
85,0
58,0
85,0
58,0
95,0
34,0
32,0
158,0
81,1
65,1
83,0
130,1
114,0
129,1
115,0
129,0
60,0
145,0
50,0
175,0
65,0
70,0
120,1
105,0
95,1
140,0
95,0
128,1
61,0
59,0
41,0
38,0
130,1
119,0
64,0
120,0
215,0
130,0
49,0
90,0
137,1
58,0
101,0
131,0
115,0
120,0
103,0
60,1
105,0
48,0
125,0
115,0
115,0
95,0
76,1
100,1
100,0
125,1
50,0
97,1
90,0
82,0
70,0
65,0
170,0
210,0
120,0
125,0
160,0
225,0
100,0
260,0
105,0
165,0
105,0
60,0
175,0
205,0
185,0
115,0
135,0
135,1
245,1
160,0
190,1
190,0
150,1
125,0
215,0
280,1
240,0
315,1
130,0
60,0
150,0
58,0
143,0
70,0
219,0
71,1
85,0
101,1
168,0
156,0
192,0
84,0
77,0
159,1
174,0
167,0
83,0
141,0
160,1
218,0
190,0
180,0
118,1
220,0
138,1
238,0
225,1
206,0
200,0
326,0
120,0
110,0
110,0
192,0
168,0
105,0
68,0
190,0
102,0
167,0
118,0
223,0
120,0
115,0
107,1
103,0
87,0
120,0
110,1
82,1
253,0
210,1
138,0
84,0
222,0
233,0
113,0
112,0
50,0
67,0
119,0
98,0
130,0
85,0
80,0
151,0
115,0
86,0
98,0
44,0
119,0
109,1
80,1
98,1
77,1
120,0
98,0
102,0
88,1
86,0
116,0
90,1
90,0
82,0
128,1
81,0
115,0
158,0
157,1
165,1
125,0
105,0
123,0
120,0
134,0
180,0
161,0
69,0
135,0
93,0
135,0
70,0
113,0
123,0
120,1
83,0
135,1
165,0
100,1
140,0
50,0
70,0
80,0
130,0
115,0
90,0
70,0
165,0
135,0
120,1
85,0
165,0
120,1
115,0
85,0
105,0
105,0
105,0
140,0
105,1
80,0
125,0
140,0
55,0
79,0
80,0
70,0
110,1
100,0
95,0
150,0
100,0
125,0
84,0
88,0
53,0
133,0
114,0
118,0
175,0
101,0
144,0
75,0
168,1
135,1
81,0
155,1
59,0
85,0
125,0
112,1
88,1
105,0
62,0
121,0
137,0
40,1
131,0
93,0
142,0
110,0
146,0
55,0
136,1
78,0
78,1
82,1
82,0
87,1
60,0
146,0
155,0
139,0
44,1
41,0
65,0
48,0
48,0
73,1
89,0
135,0
146,0
103,0
171,0
342,0
96,1
156,0
404,0
146,0
137,0
125,0
144,0
130,0
133,1
80,0
120,0
95,0
84,0
141,0
94,0
127,1
150,0
131,0
160,0
98,0
146,0
89,0
108,0
57,0
169,0
57,0
113,0
74,0
152,0
118,0
96,0
62,1
70,0
60,0
59,0
172,0
119,0
111,0
174,0
235,0
175,1
157,0
108,1
85,1
180,0
70,0
80,0
80,1
135,0
185,1
80,1
105,0
150,0
85,1
70,0
140,1
175,0
105,1
245,1
240,0
145,1
80,0
75,1
160,1
77,1
55,0
201,0
97,0
81,1
159,1
127,0
58,1
158,1
167,0
116,1
69,0
117,0
136,1
110,1
113,0
159,0
60,0
75,1
95,0
112,1
105,0
96,0
105,0
145,0
146,0
100,0
117,0
135,0
143,0
184,0
109,0
249,0
188,1
144,0
76,0
48,0
76,0
167,0
139,0
113,0
63,0
77,0
237,0
156,0
89,0
142,0
33,0
161,0
132,1
95,0
100,0
90,1
52,0
125,0
105,0
75,0
170,0
160,1
225,0
175,0
190,0
250,0
205,0
42,0
125,0
204,0
168,1
95,0
180,0
163,0
175,0
141,0
103,0
85,0
145,0
118,0
108,0
130,0
112,0
126,0
90,0
185,0
60,1
100,1
160,0
140,0
131,0
178,0
66,0
104,0
77,1
129,0
139,1
124,1
139,0
139,0
111,0
125,0
107,0
65,0
110,1
120,1
185,1
150,1
85,0
110,1
160,1
65,0
115,0
110,0
170,1
70,0
100,1
70,1
65,0
119,0
54,0
211,0
185,0
133,1
88,0
79,0
90,0
180,0
265,0
160,0
185,0
160,0
120,0
230,1
145,0
190,1
130,0
95,0
122,0
147,0
184,0
180,0
136,0
129,0
83,1
154,0
83,0
88,0
147,1
68,1
80,0
83,0
135,0
201,1
102,0
119,0
120,0
195,0
115,0
145,0
130,0
110,0
60,0
95,0
65,1
187,1
107,0
90,0
93,0
73,0
100,0
97,0
113,0
112,0
104,1
112,0
162,1
48,0
120,0
134,0
97,0
35,0
60,1
129,0
242,0
410,0
292,0
82,0
109,0
87,0
364,0
112,0
157,1
215,0
155,0
75,0
145,0
105,1
125,1
155,0
140,0
75,0
114,0
102,0
125,0
137,0
54,0
65,1
80,0
76,0
115,0
120,0
159,0
48,0
118,0
74,0
42,0
139,0
69,0
133,0
77,0
130,1
103,0
91,0
118,0
96,0
95,0
108,0
106,0
65,0
100,1
228,0
164,0
245,0
116,0
130,0
129,0
147,0
170,0
126,0
146,0
88,0
95,0
252,1
119,0
120,0
110,1
133,0
75,0
76,0
85,0
93,0
131,0
146,0
189,0
144,0
130,0
154,0
202,1
95,0
131,0
85,0
60,0
165,0
105,0
85,0
105,0
120,0
164,0
175,0
85,0
150,1
205,1
70,0
69,0
95,0
90,0
136,0
140,0
152,0
81,1
100,0
74,0
235,1
125,0
70,0
85,1
165,0
145,0
60,1
60,0
80,0
80,1
150,1
85,0
80,0
50,1
200,1
240,1
70,0
70,0
50,0
95,1
120,0
85,1
62,0
199,1
134,0
114,0
108,0
132,0
115,0
148,0
35,0
245,0
47,0
389,0
138,0
60,0
52,0
69,0
244,1
149,0
86,0
127,0
106,0
67,0
83,0
88,0
85,0
250,0
200,1
215,0
205,0
145,0
200,1
95,0
160,0
99,0
220,1
110,0
165,0
166,0
108,0
89,0
80,0
220,1
129,0
168,0
90,0
279,0
169,0
167,1
81,0
83,0
67,0
150,0
133,1
95,0
167,0
126,0
93,0
175,0
45,0
140,0
80,1
55,0
156,1
88,0
49,0
154,1
55,0
128,0
88,0
67,1
170,0
80,0
161,0
156,0
126,0
113,0
90,0
155,0
95,1
80,0
115,0
80,1
145,1
60,0
135,1
130,0
157,0
112,0
92,1
89,1
33,0
234,0
103,0
63,1
49,0
393,0
83,0
110,1
63,0
93,0
135,0
95,0
150,0
60,0
270,0
185,0
185,0
255,0
133,0
163,0
150,0
142,1
100,0
205,0
83,0
169,0
103,0
249,0
173,0
184,0
78,1
92,0
94,0
67,0
83,1
189,0
144,1
129,0
108,0
160,1
125,0
65,0
65,0
140,1
95,0
101,1
104,1
73,1
73,0
80,0
96,0
151,0
143,0
116,0
84,0
120,0
75,0
90,0
75,0
155,0
85,0
80,0
120,0
90,1
105,0
125,0
80,0
80,0
60,0
105,1
105,1
75,0
60,0
97,0
114,0
150,0
92,0
172,1
104,1
72,1
79,0
94,0
91,0
69,0
64,0
113,0
102,0
107,0
95,0
49,0
107,1
182,0
201,0
49,0
139,0
104,0
131,0
75,1
82,0
112,0
68,0
82,0
115,1
80,0
145,1
75,0
100,0
210,0
175,0
185,0
385,0
205,0
120,0
154,0
183,0
161,0
65,0
85,0
164,0
169,0
72,0
81,0
187,1
260,1
147,0
212,0
90,0
342,1
83,1
330,0
69,0
82,0
94,0
75,0
70,1
125,1
140,1
320,0
74,0
64,0
228,0
79,1
89,0
80,0
324,0
127,0
76,0
76,0
138,1
66,0
90,1
70,1
66,0
64,0
140,0
143,0
125,0
146,1
125,0
104,1
98,1
82,0
125,0
175,0
160,0
130,0
45,1
75,0
80,0
200,0
140,0
80,0
185,0
180,1
105,0
50,1
120,0
85,1
105,0
120,0
79,1
144,0
135,0
81,0
142,1
90,0
130,1
82,0
102,1
145,1
115,0
57,0
55,0
241,0
165,0
245,0
185,0
93,0
115,0
127,1
115,0
124,1
97,0
112,0
75,0
79,0
84,1
345,0
80,0
74,0
349,1
225,1
300,1
103,0
65,0
70,1
55,0
115,1
165,1
70,1
90,0
115,0
85,1
60,0
100,0
55,0
100,1
75,1
55,0
75,0
55,1
135,1
100,0
135,1
155,0
165,0
140,1
75,0
55,0
58,0
192,0
100,0
107,0
119,0
154,0
104,0
60,1
94,0
114,0
59,1
102,0
96,0
89,0
368,1
94,0
261,0
88,0
121,0
107,0
86,0
77,0
77,0
107,1
30,0
36,0
51,0
87,0
155,0
65,0
175,0
135,0
149,1
150,1
119,0
112,0
320,0
229,0
185,0
169,1
145,0
130,0
110,0
96,0
135,0
50,0
100,0
110,0
75,0
206,0
102,1
155,0
65,0
160,0
140,0
50,1
80,0
120,0
100,1
60,0
255,0
80,1
60,1
160,1
175,0
95,0
60,0
205,0
135,0
155,1
95,1
105,1
100,0
164,0
70,0
158,0
150,0
369,0
102,1
380,0
171,0
216,0
101,1
75,1
82,0
185,0
100,0
235,0
85,0
195,1
125,0
137,0
159,0
158,1
195,0
190,1
70,0
169,1
83,1
82,0
142,0
127,1
70,0
217,0
138,0
100,0
123,0
92,0
319,0
52,1
129,0
117,0
133,1
158,1
116,0
78,0
104,0
146,0
77,0
45,0
75,0
80,0
185,0
175,0
140,0
135,0
135,0
121,0
107,0
110,0
85,0
74,1
320,1
126,0
90,0
110,1
200,1
150,1
115,0
120,0
170,1
140,0
70,1
75,0
75,1
80,0
65,0
70,0
295,1
145,1
165,1
130,0
79,0
108,0
93,0
198,1
70,0
72,1
396,1
112,0
123,0
170,1
185,0
185,1
195,0
175,1
80,0
125,0
65,0
180,0
128,0
129,0
106,0
65,0
157,0
250,0
123,1
340,1
204,1
187,1
194,1
177,0
174,1
235,0
170,0
367,1
135,0
264,0
69,0
124,0
90,0
132,0
100,1
134,1
130,1
145,0
110,1
169,0
70,0
95,0
70,0
155,0
50,0
75,0
85,0
110,0
117,0
96,0
59,0
80,0
199,0
85,1
131,0
71,0
164,0
101,1
160,0
89,0
105,0
110,0
70,1
115,0
250,1
100,0
95,0
95,1
110,1
135,1
105,0
145,0
245,1
205,1
165,0
90,0
145,0
87,0
68,0
86,0
66,0
87,0
47,0
88,0
162,0
184,0
97,0
68,0
167,0
60,0
92,1
105,1
60,0
170,1
200,0
165,1
125,1
185,1
205,0
185,0
195,0
190,0
155,1
178,1
61,0
230,0
110,0
75,1
134,1
196,0
115,0
142,1
137,0
105,0
45,0
100,0
115,0
65,0
135,0
82,0
56,1
110,0
115,1
64,0
189,0
87,0
85,0
80,1
160,0
145,1
85,0
100,0
175,1
55,0
255,1
65,0
100,0
150,0
145,1
85,1
60,0
65,0
105,0
65,0
85,0
110,1
200,1
129,1
146,0
63,1
140,0
153,1
65,0
134,0
156,0
205,0
215,0
100,0
185,1
150,0
130,0
245,1
145,0
204,1
192,0
317,1
225,0
193,0
134,0
60,0
125,0
259,1
72,1
170,0
84,0
69,0
93,0
68,0
110,1
110,1
103,1
177,0
353,1
271,0
75,1
173,0
317,0
65,0
60,0
95,0
50,1
85,1
85,1
70,0
75,1
85,0
65,0
85,0
130,0
143,0
84,0
64,0
111,0
186,1
159,0
135,0
148,0
178,0
95,0
86,0
60,0
99,1
59,0
84,1
95,0
135,0
105,0
114,0
103,0
55,0
125,1
80,0
160,0
65,0
130,0
250,0
195,0
215,0
150,0
155,1
215,0
65,0
180,0
405,0
250,0
155,0
200,0
215,0
60,0
155,0
86,0
320,1
124,0
120,0
112,0
77,1
173,0
160,0
160,0
188,0
131,0
230,0
267,0
67,0
205,1
186,0
123,0
194,1
108,1
109,0
82,0
117,0
83,0
172,0
170,1
199,1
178,0
227,0
157,1
131,1
198,0
209,0
57,0
191,0
396,1
179,1
122,1
130,0
342,0
156,0
128,0
221,1
327,1
115,0
122,0
185,0
125,1
174,1
164,0
193,0
82,0
176,0
175,1
113,0
295,1
90,1
179,0
184,0
116,0
142,0
150,1
105,0
175,1
205,0
212,1
130,1
166,0
208,0
394,1
81,1
198,0
95,1
84,0
107,1
159,1
95,0
57,1
97,1
129,0
80,0
123,0
150,0
110,0
145,0
110,0
144,0
131,0
154,0
171,1
149,0
153,0
140,0
250,0
110,0
156,0
75,0
125,0
140,0
50,0
80,0
170,1
100,0
145,0
85,0
65,0
110,0
90,1
130,0
220,0
